"id","name","popularity","duration_ms","explicit","artists","id_artists","release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"00LNJ3WTbYZufZOrwHV0sG","Shall We Dance?",3,190067,0,"['Ella Fitzgerald']","['5V0MlUE1Bft0mbLlND7FJz']","1959-01-01",0.47100,0.305,0,-12.2860,1,0.03830,0.771,1.05e-06,0.074200,0.327,121.0950,4
"00LQ1LG1WCfyYEgyg17ZeK","Pee Bin Soona Ji",0,212733,0,"['Lata Mangeshkar', 'Manna Dey']","['61JrslREXq98hurYL2hYoc', '4kcoiVXIxvUoLUoHY1vJYU']","1953-01-01",0.37100,0.284,1,-15.4140,1,0.04040,0.982,0.0762,0.178000,0.441,107.9100,4
"00LpqPZSfnDVoiaLBrieJb","Niño Mimado",16,125000,0,"['Los Secretos']","['2KEDbpUlz9nwtGywHT4gyf']","1981-01-15",0.49300,0.868,7,-10.6560,1,0.03490,0.00185,5.69e-05,0.126000,0.727,96.1740,4
"00MAWNbKDCBUMjqmyx7ipK","Kal Jalega Chand Sari Raat",0,206661,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1952-01-01",0.42700,0.102,1,-17.7940,0,0.04410,0.994,0.957,0.189000,0.555,72.4910,4
"00OC3hIGlu5BuK6xVriAPZ","Mera Mehboob Hai Bemisaal",7,234733,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1966-04-11",0.48800,0.823,7,-7.5590,1,0.07910,0.811,0.129,0.251000,0.777,101.3630,4
"00PPopDfcYt0QOu8vxMqm5","Rumoreando - Remasterizado",0,185000,0,"['Francisco Canaro', 'Charlo']","['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']","1929-11-06",0.66500,0.132,2,-12.7620,1,0.06120,0.993,0.034,0.139000,0.531,116.3890,4
"00PVvXOTonYJRSItustZhr","Dil Ki Kahani",0,194573,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1951-01-01",0.59800,0.208,2,-15.8240,1,0.04040,0.891,3.1e-05,0.121000,0.728,80.5660,4
"00Sh9dNsH8p16ykGD5LDfm","Kehdo Kehdo - Sachaa Jhutha / Soundtrack Version",22,289867,0,"['Kishore Kumar', 'Lata Mangeshkar']","['0GF4shudTAFv8ak9eWdd4Y', '61JrslREXq98hurYL2hYoc']","1970-01-01",0.50400,0.639,10,-9.6810,0,0.08580,0.976,0.0218,0.448000,0.758,92.5220,4
"00VqMy5MnBX2zGHWPHrJpM","Meri Dil Ki Nagariya Mein Aana",0,182840,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1951-12-31",0.59300,0.443,0,-8.4200,1,0.08620,0.987,0.0188,0.350000,0.96,82.3030,4
"00WO1oBxZcj9aBoeiODXDx","Tavallinen",37,231791,0,"['Keko Salata']","['18KcOgLds5SUgIpQIveiJN']","2018-12-14",0.80300,0.537,5,-7.9280,0,0.05640,0.673,9.61e-06,0.133000,0.404,112.9640,4
"00a8mZIrYshErBYRiY6J7d","Aesi Mohabbat Se Ham Baaz Aaye",0,193333,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1950-01-01",0.35200,0.0989,9,-16.7380,1,0.12800,0.995,0.918,0.098900,0.416,50.6880,4
"00aUP0V7nUmbda1X93jAOV","One Note Man",15,146227,0,"['The Youngbloods']","['5I6MzhNEMk27cZsCqGAIYo']","1967-03-10",0.56900,0.571,7,-10.3320,1,0.02970,0.792,6.24e-06,0.073500,0.844,130.2430,4
"00c1SFo6Bka0zlkIeUHRFI","Leoncavallo: Pagliacci, Act II Scene 1: Presto, affrettiamoci (Choir, Tonio, Peppe, Silvio, Nedda)",0,179133,0,"['Ruggero Leoncavallo', 'Alfredo Simonetto', 'Carlo Tagliabue', 'Salvatore di Tommaso', 'Marcello Rossi', 'Carla Gavazzi', 'Orchestra Sinfonica e Coro di Milano della RAI']","['72auy9NefUbGecYVrTiPzq', '36O03XCmU8ILYANUVF0L00', '4sOIs5NQrEgQLl45o3QhcV', '5SnXL4HlhRAK9TGFDBrtos', '47jfDPf75SoaJ8yWx8h2fm', '0mf3IwVMCCauJZ1zBntUCT', '1jBC1jNpVt7jp5lX2ezd40']","1951-01-01",0.38000,0.444,4,-11.2500,1,0.04810,0.989,0.558,0.373000,0.322,119.6630,4
"00iXlZ8jMVxSrxXvQomYU1","Home Is Where the Heart Is",27,111120,0,"['Elvis Presley']","['43ZHCT0cAZBISjO8DG9PnE']","1971-10-01",0.45900,0.0653,0,-20.0040,1,0.04670,0.961,0.00183,0.107000,0.301,92.2170,4
"00jK3BvNcO3lf2TdxHwo9d","Fantasio - Remasterizado",0,170533,0,"['Francisco Canaro']","['2maQMqxNnlRrBrS1oAsrX9']","1924-07-11",0.58900,0.254,2,-16.0810,1,0.05760,0.996,0.952,0.255000,0.352,116.6020,4
"00kTY2h5rdJwP600uhCDkT","Ghata Chha Gayee Hai",18,359987,0,"['Lata Mangeshkar', 'Suresh Wadkar']","['61JrslREXq98hurYL2hYoc', '0w4e7HVbqAHFPN6VkIlvhe']","1987-09-12",0.49500,0.459,6,-11.4620,1,0.04090,0.785,3.9e-06,0.152000,0.696,109.4940,4
"00m7Q2wHED7wAbYq83XxOh","Sunlight",37,187573,0,"['The Youngbloods']","['5I6MzhNEMk27cZsCqGAIYo']","1969-03-11",0.63300,0.196,0,-19.9360,1,0.04340,0.902,0.0313,0.161000,0.751,116.3750,4
"00mhVzrdTvOr6v9AOklzdD","015 - UFOs in Bad Finkenstein - Teil 24",30,120800,0,"['TKKG Retro-Archiv']","['0i38tQX5j4gZ0KS3eCMoIl']","1982-05-01",0.71800,0.508,5,-9.1810,1,0.94200,0.826,0.0,0.082100,0.734,123.8810,4
"00qTlNBM62qVriou9qedWC","Sus Ojos Se Cerraron - Remasterizado",0,181000,0,"['Francisco Canaro', 'Nelly Omar']","['2maQMqxNnlRrBrS1oAsrX9', '6IyGH3tMgXudiE41XE6Y8f']","1947-03-15",0.50600,0.267,2,-8.1810,0,0.04790,0.977,0.458,0.331000,0.597,109.9240,1
"00winjndpTmWDldOEPjquu","005 - Das Phantom auf dem Feuerstuhl - Teil 18",31,91120,0,"['TKKG Retro-Archiv']","['0i38tQX5j4gZ0KS3eCMoIl']","1981-07-01",0.67500,0.423,1,-11.9260,1,0.59400,0.476,0.0,0.150000,0.506,110.3850,3
"00wrX4c19o3QWj4JmPAX2D","Innocent",41,221547,0,"['Our Lady Peace']","['1lqW59DUEKqvcHc8mVWBtH']","1994",0.47600,0.889,1,-5.4430,1,0.05490,0.00055,0.0,0.079800,0.796,89.0350,4
"00wvVSUEvQpmuEfX2ljq8c","Love Me Tonight",27,121093,0,"['Elvis Presley']","['43ZHCT0cAZBISjO8DG9PnE']","1963-11-15",0.32500,0.114,8,-17.8080,1,0.03400,0.944,0.00684,0.134000,0.234,74.3780,4
"012eyTyyRCHaWTOhVGVMPR","Kharisma",14,327920,0,"['Karimata']","['3uml27dlkZH4fmfJnMOty7']","1988-05-06",0.78700,0.588,2,-11.9490,0,0.03110,0.228,0.501,0.362000,0.636,106.7760,4
"015VyC873ryp2sPnZH89fE","Per te d'immenso giubilo",0,220218,0,"['Gaetano Donizetti', 'Ugo Tansini', 'Orchestra Sinfonica e Coro di Torino della RAI']","['2jCGEMSZXMSOImpD8sqo56', '6XZGcqdyGhQcIrvb5J5CSW', '12vx5jubsuop7nNGeDCFp9']","1951",0.49200,0.149,7,-14.9240,1,0.04030,0.971,0.0903,0.105000,0.34,124.8760,4
"017tyGFxZEvwmaZ65Gjt3v","Amapola - Instrumental (Remasterizado)",0,151813,0,"['Francisco Canaro']","['2maQMqxNnlRrBrS1oAsrX9']","1927-09-04",0.43700,0.271,10,-15.4030,1,0.11400,0.995,0.866,0.114000,0.845,209.8410,4
"01AaVwdRjbSIvolvCifrv5","Ankhon Se Door Dilbar",0,202942,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1953-12-31",0.33900,0.163,5,-14.6840,0,0.04550,0.994,0.912,0.311000,0.337,67.5330,4
"01FPelZNyPM7XAkQjg3dQ1","Arabella / Act 3: Dann aber, wie ich Sie gespürt hab hier im Finstern",1,247973,0,"['Richard Strauss', 'Lisa della Casa', 'George London', 'Wiener Philharmoniker', 'Sir Georg Solti']","['6pAwHPeExeUbMd5w7Iny6D', '4ozpyL0BMzhqUDa98bISQE', '1BRT8fSeUEiPLirfsETvfn', '003f4bk13c6Q3gAUXv7dGJ', '0dicUFoK5LIbqu6OoHu8VH']","1958-01-01",0.24600,0.356,11,-13.0860,1,0.03730,0.888,0.000353,0.131000,0.0661,128.5560,4
"01FUaONfgFKMCcGxT6v5yd","Bach Ke Rahnaji",0,326471,0,"['Chitalkar', 'Geeta Dutt', 'Lata Mangeshkar']","['32oVXwlB0RXbsch98lAcFT', '0QsbYX8XslSSUcztc6u4pO', '61JrslREXq98hurYL2hYoc']","1947-08-15",0.54100,0.496,8,-7.9840,1,0.37900,0.995,0.75,0.829000,0.835,140.7560,5
"01GkCuDObcuB2OKHmUova5","La Botija De Abuelito",1,171024,0,"['Fajardo Y Sus Estrellas']","['5iP0nt6zHaLyHVp8146Oby']","1957",0.59600,0.606,2,-6.7900,0,0.20000,0.601,0.0,0.072000,0.958,110.3210,4
"01GkZgsAJH7vYvkI0a7nC5","Qué dolor",43,206800,0,"['Raffaella Carrà']","['6EVyI0S0b1Ld2nm37m5x85']","1982",0.72000,0.951,0,-6.5450,1,0.06370,0.627,0.0,0.263000,0.968,157.4680,4
"01HfJDBGjh2sGbyX27LR7K","Noites Cariocas",25,169227,0,"['Tôco Preto']","['5YA8lPjPJRNrvShLKaA66C']","1993-04-26",0.62400,0.647,0,-11.9260,1,0.03300,0.619,0.32,0.057900,0.936,106.1980,4
"01IHl3vTIl6O35e2ADUn0p","La Maestrita - Remasterizado",0,161160,0,"['Francisco Canaro']","['2maQMqxNnlRrBrS1oAsrX9']","1926-07-15",0.60400,0.165,0,-9.8380,1,0.06510,0.996,0.531,0.093400,0.327,126.0090,4
"01JPQ87UHeGysPVwTqMJHK","She Don't (feat. Ty Dolla $Ign)",70,264098,1,"['Ella Mai', 'Ty Dolla $ign']","['7HkdQ0gt53LP4zmHsL0nap', '7c0XG5cIJTrrAgEC3ULPiq']","2016-02-15",0.64900,0.478,7,-7.5030,0,0.04810,0.274,0.0,0.176000,0.151,99.9670,4
"01L0ctQDUJ8StQM0HDhykH","Main To Man Ki Pyas",0,202384,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1952-12-31",0.68600,0.0786,10,-13.5490,0,0.34400,0.995,0.572,0.418000,0.68,65.8750,4
"01LLSAYjBA6VbyzGnERWMU","Yo Quiero a Otra Mujer - Instrumental (Remasterizado)",0,165000,0,"['Francisco Canaro']","['2maQMqxNnlRrBrS1oAsrX9']","1931-12-11",0.82500,0.311,11,-10.0990,1,0.15600,0.993,0.653,0.336000,0.902,120.4190,4
"01MrLGGMQN5znKjdQiLgVj","Jhan Jhan Jhan Baje Payaliya",2,190893,0,"['Mohammed Rafi', 'Lata Mangeshkar']","['0gXDpqwYNDODn7fB0RDN8J', '61JrslREXq98hurYL2hYoc']","1959-01-01",0.59900,0.357,2,-16.1870,0,0.09080,0.982,0.031,0.092500,0.703,111.3670,4
"01OxAEheiMQZSiqiQ4dn8L","Me Aburro",15,147000,0,"['Los Secretos']","['2KEDbpUlz9nwtGywHT4gyf']","1981-01-15",0.39000,0.811,7,-10.8120,1,0.05850,0.0297,0.0,0.274000,0.904,182.3570,4
"01Q16kA4JANNNjxFCMbIxN","Me Pnigei Touti I Siopi",19,197867,0,"['Marinella']","['4u5yrM5jlC3iviSQQXcMCK']","1972",0.31200,0.498,10,-10.2750,0,0.04440,0.807,0.0,0.344000,0.616,123.0990,4
"01Q4wU19hamqnhNjtuvTyI","Nobody's Fool",62,287400,0,"['Cinderella']","['7HL4id2U7FSDJtfKQHMgQx']","1986",0.36700,0.445,9,-13.6150,0,0.02860,0.0478,0.00284,0.163000,0.149,67.1970,4
"01UWnyzuG8ekTsYRAJGV6B","My Fair Lady: Wouldn't It Be Loverly",21,237267,0,"['Frederick Loewe', 'Julie Andrews', 'My Fair Lady Ensemble (1959)', 'Franz Allers', 'Cyril Ornadel']","['6vSV6SDf1vteodhgV83AJ6', '5RdqZVi36tpDPYNPw8jJbO', '18ZErWsK9T3KmfM2zeLu1P', '6WdfiLSbnrKRLINWsG1UCe', '790zb9Bg9j2lDTxslopXD6']","1956",0.42600,0.175,5,-15.9950,1,0.04100,0.959,0.0,0.151000,0.454,116.0340,4
"01UbgMTwcnuWX7OvZucvBy","Yaad Rakhna Chand Taron, Pt. 2",0,170227,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1949-12-01",0.44900,0.208,5,-13.8230,1,0.04930,0.994,0.0409,0.134000,0.687,62.8140,4
"01VFtIxyINCveL0nGCkp6X","Amor Imposible - Remasterizado",0,157480,0,"['Francisco Canaro', 'Francisco Amor']","['2maQMqxNnlRrBrS1oAsrX9', '4fm9akHwCFjHjXglEsVWIV']","1939-01-24",0.39700,0.35,0,-13.4800,1,0.09760,0.992,0.919,0.236000,0.808,168.1550,3
"01ZMPq6QyqEM2k5G6Rdfwm","Mucha Clase - Instrumental (Remasterizado)",0,167960,0,"['Francisco Canaro']","['2maQMqxNnlRrBrS1oAsrX9']","1927-08-16",0.65300,0.186,6,-17.0880,0,0.06130,0.992,0.908,0.113000,0.821,115.4340,4
"01caZ2bPL258w22yoiDVHg","Preetam Daras Dikhao",3,293329,0,"['Lata Mangeshkar', 'Manna Dey']","['61JrslREXq98hurYL2hYoc', '4kcoiVXIxvUoLUoHY1vJYU']","1959-01-01",0.35400,0.26,1,-20.8770,1,0.03830,0.94,0.000828,0.147000,0.597,93.4390,4
"01dnrnEOVLKJ5prX36hPcn","The Real American Folk Song",14,226893,0,"['Ella Fitzgerald']","['5V0MlUE1Bft0mbLlND7FJz']","1959-01-01",0.45100,0.397,5,-11.9200,1,0.04210,0.792,1.49e-06,0.056600,0.437,95.0990,4
"01eQIOIzFxetNf2t59xF5f","Lullaby Of Birdland - Live At The Newport Jazz Festival, 1957",10,143160,0,"['Ella Fitzgerald']","['5V0MlUE1Bft0mbLlND7FJz']","1958-01-01",0.57200,0.525,5,-4.7210,0,0.09740,0.767,0.0,0.915000,0.858,129.1090,4
"01gVBCp26pEKA1oWqTYBhA","Madona - Instrumental (Remasterizado)",0,174000,0,"['Francisco Canaro']","['2maQMqxNnlRrBrS1oAsrX9']","1926-08-15",0.70400,0.426,9,-15.6010,1,0.05280,0.993,0.916,0.115000,0.964,118.1760,4
"01gc96njmCGB8VFS3wPKyC","Help Me Make It Through The Night",42,263573,0,"['Gladys Knight & The Pips']","['0TF2NxkJZPQoX1H53rEFM1']","1971",0.37100,0.184,7,-13.6460,1,0.03620,0.689,0.000117,0.113000,0.293,120.3410,4
"01gpCBvSLYcpMjbLPykc1B","Kya Hamse Hua Qusoor",0,184600,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1953-12-31",0.30600,0.304,5,-14.5840,0,0.04680,0.994,0.254,0.173000,0.471,133.7160,5
"01ie0dwhOQIvsSi6BKAbv8","How Long Has This Been Going On?",9,351627,0,"['Ella Fitzgerald']","['5V0MlUE1Bft0mbLlND7FJz']","1957-01-01",0.31700,0.0965,10,-14.8770,1,0.03860,0.972,3.78e-06,0.078400,0.088,120.7090,4
"01kKvDxBNQ6WZNQSpSWPyV","Le coup de soleil",40,249987,0,"['Roberto Bellarosa']","['33JmoNaTffervAivA88tIB']","2013-04-22",0.47100,0.572,5,-6.7350,1,0.06330,0.317,0.0,0.058800,0.177,165.8260,4
"01u6AEzGbGbQyYVdxajxqk","Don't Be Cruel",60,122893,0,"['Elvis Presley']","['43ZHCT0cAZBISjO8DG9PnE']","1958-03-21",0.69700,0.55,2,-11.4960,1,0.18000,0.856,3.44e-05,0.090700,0.844,84.8020,4
"01uQi6D1KPZhdpS9JaU5Xa","Ishq Aaya Meri Duniya Men",0,193326,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1955-12-31",0.51500,0.138,5,-14.5170,0,0.12100,0.994,0.656,0.272000,0.6,126.3360,4
"01whPz5NnbknJ3cc5upgwy","Raat Bhi Hai Kuchh Bheegi Bheegi",8,262613,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1963-01-01",0.40000,0.575,2,-8.4830,1,0.06490,0.938,0.00731,0.274000,0.453,113.4840,3
"01wv59vPOUdqAfTeCN6yQs","Por Vos Yo Me Rompo Todo - Remasterizado",1,178280,0,"['Francisco Canaro', 'Ernesto Fama']","['2maQMqxNnlRrBrS1oAsrX9', '0nRShN4m4GvQv1O4igorb6']","1939-01-24",0.78200,0.292,11,-7.7300,1,0.04370,0.988,0.0227,0.325000,0.616,126.8740,4
"01yQEkOjLU6yO5GZav0trC","Get Thee Behind Me, Satan (3/17/58)",4,229156,0,"['Ella Fitzgerald']","['5V0MlUE1Bft0mbLlND7FJz']","1958",0.24600,0.0983,5,-16.9910,1,0.03640,0.974,5.27e-06,0.140000,0.0923,172.1740,5
"021jmGJUrMmS92WnBWvoAC","072 - Taschengeld für ein Gespenst - Teil 19",27,115227,0,"['TKKG Retro-Archiv']","['0i38tQX5j4gZ0KS3eCMoIl']","1990-06-01",0.74600,0.578,7,-9.4770,1,0.94700,0.569,0.0,0.741000,0.63,84.9400,5
"022V8M2uqXNkPwKXPle4MN","The Boar's Head Carol",2,98133,0,"['The Young Tradition', 'Shirley Collins', 'Dolly Collins']","['7KqyVGm8kF42jNJmcTnLir', '5rilpZJIb2NWJZVGtCdg6u', '1wLbpFfl4rHrukFTBwkfZe']","1955",0.85200,0.313,11,-12.2570,1,0.07750,0.741,0.0,0.203000,0.671,105.3800,4
"02CWfH3Rb58j6VkDvJyAt5","Just Look Into His Eyes",1,253080,0,"['Retta Young']","['2l66RZyrCDYIQ0PBdcLeBt']","1976-01-01",0.59400,0.317,6,-11.8870,1,0.05710,0.717,0.0312,0.169000,0.257,118.4770,4
"02CrIoIsxOy6z3JvL5SxQu","Jee Ghabraye Jiya Jal Jaye",0,174270,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1954-01-01",0.39700,0.255,8,-11.8910,1,0.04450,0.98,0.702,0.277000,0.2,69.7470,3
"02HifoNqdIeUqRiq2cWyYF","Muchachita Porteña - Remasterizado",0,158493,0,"['Francisco Canaro']","['2maQMqxNnlRrBrS1oAsrX9']","1940-01-24",0.46700,0.546,7,-7.7990,0,0.04110,0.967,0.325,0.373000,0.847,95.7590,4
"02M0qdOryJfRJEiIGpAdQN","Peace of Mind - 2016 Remaster",36,249107,0,"['Neil Young']","['6v8FB84lnmJs434UJf2Mrm']","1978-10-04",0.47000,0.192,2,-17.2860,1,0.03100,0.339,1.32e-05,0.127000,0.233,152.7320,4
"02M77uzlhcEl2kk3HGMBal","Hum Tum Yeh Bahar Dekho Rang Laya",6,198766,0,"['Lata Mangeshkar', 'Mohammed Rafi']","['61JrslREXq98hurYL2hYoc', '0gXDpqwYNDODn7fB0RDN8J']","1952-12-01",0.65800,0.439,10,-9.7510,1,0.05130,0.925,0.00063,0.129000,0.85,147.5540,4
"02OZXtKtnw8DTYKldfS5cZ","You're Trash",0,13640,0,"['Decreto 77']","['5wWCsofKpu0j5YZEkUM99H']","2012-09-21",0.00000,0.861,11,-5.7700,0,0.00000,0.00209,0.0,0.200000,0.0,0.0000,0
"02QmAcjoZHU1ZQMvEPB8jN","Main Piya Teri",5,225133,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1956-01-01",0.53000,0.427,11,-10.4890,1,0.04670,0.839,1.54e-05,0.294000,0.925,98.9310,4
"02S7g2MHlhh9xBc5xm9YMq","Kiska Mahal Hai Kiska Yeh Ghar Hai",11,215627,0,"['Lata Mangeshkar', 'Kishore Kumar']","['61JrslREXq98hurYL2hYoc', '0GF4shudTAFv8ak9eWdd4Y']","1974-12-31",0.45800,0.461,4,-8.8130,1,0.05130,0.967,0.00046,0.118000,0.692,144.4230,3
"02VH0kDq60k9Qd5bV5v0IH","Chandrabhagechya Tiri",0,189920,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1953-12-31",0.45700,0.145,3,-13.2490,0,0.07180,0.987,5.18e-05,0.123000,0.557,81.7170,3
"02VhgUqpYCYF5yS06n8MNe","Deh! non volerli vittime del mio fatale errore",0,276840,0,"['Vincenzo Bellini', 'Vittorio Gui', 'Orchestra Sinfonica e Coro di Torino della RAI']","['6AphpMkKDU4I3Z6XaGu1UV', '2BYljht61tijA9gCf1Bour', '12vx5jubsuop7nNGeDCFp9']","1951",0.23300,0.323,4,-14.6880,1,0.06670,0.988,0.267,0.156000,0.145,80.6590,4
"02Vns40XKL0ZjBuG7TTc1K","Dil-E-Beqarar Soja",0,213427,0,"['Talat Mahmood', 'Lata Mangeshkar']","['2fi9hpqNbi5neTbKSqG0vW', '61JrslREXq98hurYL2hYoc']","1952-12-01",0.44200,0.149,5,-19.2360,0,0.04780,0.983,0.369,0.199000,0.482,74.1870,3
"02XnQdf7sipaKBBHixz3Zp","Paparazzi",72,208307,0,"['Lady Gaga']","['1HY2Jd0NmPuamShAr6KMms']","2008-01-01",0.76200,0.692,5,-3.9730,0,0.04380,0.113,0.0,0.094000,0.397,114.9060,4
"02YVzb8Aw5rx3tzuSKcmzz","Proud Mary - Live",34,166240,0,"['Elvis Presley']","['43ZHCT0cAZBISjO8DG9PnE']","1972-06-01",0.47800,0.725,6,-12.4190,0,0.05810,0.106,0.166,0.633000,0.692,152.1000,4
"02ZJamGa46OKKnzJj09RuG","Giulietta e Romeo, Act II: Giochiamo al torchio? (Isabella)",0,313613,0,"['Riccardo Zandonai', 'Orchestra di Milano della RAI', 'Angelo Questa', 'Ornella Rovere']","['3Fojjy1nL6JvNMsWnshqRk', '6fes4vuyLu1WSj9WiLcdlJ', '5FOv1We0rWcccUbSExgFKZ', '5SVz3rHIxuhIco3vp7HolF']","1955",0.20700,0.136,2,-23.6740,0,0.05090,0.993,0.903,0.384000,0.0395,70.8240,4
"02Zkq3ZnqcqATwLXqktLas","Venite pur avanti",0,456800,0,"['Wolfgang Amadeus Mozart', 'Max Rudolf', 'Orchestra Sinfonica e Coro di Torino della RAI']","['4NJhFmfw43RLBLjQvxDuRS', '7bVJ6Yev7yDKSceh9KNUja', '12vx5jubsuop7nNGeDCFp9']","1955",0.35000,0.347,7,-12.5880,1,0.05570,0.914,0.000189,0.136000,0.384,85.0300,3
"02aaEPQolGKSGef4VSfCwY","038 - Die weiße Schmuggler-Yacht - Teil 13",29,100733,0,"['TKKG Retro-Archiv']","['0i38tQX5j4gZ0KS3eCMoIl']","1985-03-01",0.55200,0.496,9,-11.3470,1,0.76300,0.772,0.0,0.522000,0.446,78.7060,4
"02adYtFMlhp7IpdxRj23TL","Seria, Seriola - Remasterizado",0,177000,0,"['Francisco Canaro', 'Charlo']","['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']","1928-09-25",0.66900,0.141,7,-12.7000,1,0.06020,0.995,0.483,0.124000,0.54,114.5800,4
"02ahlvx5eYw5gdfx21MS86","No Me Pregunten Porque - Remasterizado",4,173853,0,"['Francisco Canaro', 'Ernesto Fama']","['2maQMqxNnlRrBrS1oAsrX9', '0nRShN4m4GvQv1O4igorb6']","1939-01-24",0.68300,0.349,10,-7.7770,1,0.08130,0.941,0.00157,0.089000,0.82,136.5150,4
"02b0KuMW4nP2CwcgZFPXEw","Chhalke Na Gham Ke Pyale",0,202746,0,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']","1953-12-31",0.69900,0.223,4,-13.6410,1,0.15300,0.98,0.00449,0.097600,0.859,84.9090,4
"02cC87YyLKhCQjU8IH1Frm","Unsent Letter",44,311707,1,"['Machine Gun Fellatio']","['5aVKsCIE4jsTKODYwjVVLK']","2010-08-13",0.61300,0.373,8,-10.2550,1,0.05630,0.296,0.00671,0.152000,0.419,79.9830,4
"02d1E4NRuh7OEQO4vCb9PD","Marry The Night",61,264520,0,"['Lady Gaga']","['1HY2Jd0NmPuamShAr6KMms']","2011-05-23",0.61200,0.877,0,-4.4300,1,0.06400,0.000992,0.00563,0.462000,0.38,131.0680,4
