CustomerID,Campaign,CampaignTiming,channel,open,click,SalesChannel,ConversionChannel,Reach,Target,Departure,offer
"0106-GHRQR",7,1,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0106-UGRDO",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0106-UGRDO",13,2,"SMS",1,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0107-YHINA",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0107-YHINA",13,2,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0125-LZQXK",12,1,"Call Center",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0125-LZQXK",11,3,"Email",1,1,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0125-LZQXK",10,2,"SMS",1,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0130-SXOUN",14,2,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0130-SXOUN",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0137-OCGAB",14,2,"Email",1,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0137-OCGAB",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0174-QRVVY",3,1,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0174-QRVVY",2,2,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0174-QRVVY",1,3,"SMS",1,1,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0178-SZBHO",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0178-SZBHO",13,2,"SMS",1,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0187-WZNAB",12,2,"Call Center",1,1,"TeleSales","Call Center","Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0187-WZNAB",11,1,"Email",0,0,"TeleSales",,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0187-WZNAB",10,3,"SMS",1,1,"TeleSales",,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0195-IESCP",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0195-IESCP",13,2,"SMS",1,1,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0201-MIBOL",14,2,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0201-MIBOL",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0203-HHYIJ",3,3,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0203-HHYIJ",2,2,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0203-HHYIJ",1,1,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0206-TBWLC",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0206-TBWLC",13,2,"SMS",1,1,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0208-BPQEJ",3,1,"Call Center",0,0,"Web","Digital","DSL","Cross Sell Box","No internet service","Buy One Get One"
"0208-BPQEJ",2,2,"Email",1,0,"Web",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0208-BPQEJ",1,3,"SMS",1,0,"Web",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0221-NAUXK",3,1,"Call Center",0,0,"TeleSales",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0221-NAUXK",2,2,"Email",0,0,"TeleSales",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0221-NAUXK",1,3,"SMS",1,1,"TeleSales","SMS","DSL","Cross Sell Box","No internet service","Buy One Get One"
"0221-WMXNQ",12,1,"Call Center",0,0,"TeleSales","Digital","Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0221-WMXNQ",11,3,"Email",1,0,"TeleSales",,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0221-WMXNQ",10,2,"SMS",0,0,"TeleSales",,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0224-RLWWD",8,1,"Email",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0224-RLWWD",7,2,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0229-LFJAF",8,1,"Email",1,1,"Web","Email","Fiber optic","Migration Box","DSL with phone","Discount"
"0229-LFJAF",7,2,"SMS",1,1,"Web",,"Fiber optic","Migration Box","DSL with phone","Discount"
"0233-FTHAV",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0233-FTHAV",13,2,"SMS",1,1,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0235-KGSLC",12,1,"Call Center",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0235-KGSLC",11,2,"Email",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0235-KGSLC",10,3,"SMS",1,1,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0244-LGNFY",8,1,"Email",1,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0244-LGNFY",7,2,"SMS",1,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0247-SLUJI",3,3,"Call Center",1,1,"Web","Digital","DSL","Cross Sell Box","No internet service","Buy One Get One"
"0247-SLUJI",2,2,"Email",0,0,"Web",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0247-SLUJI",1,1,"SMS",0,0,"Web",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0254-KCJGT",8,2,"Email",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0254-KCJGT",7,1,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0254-WWRKD",8,2,"Email",1,1,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0254-WWRKD",7,1,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0259-GBZSH",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0259-GBZSH",13,2,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0264-CNITK",3,1,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0264-CNITK",2,3,"Email",1,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0264-CNITK",1,2,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0269-XFESX",3,3,"Call Center",1,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0269-XFESX",2,1,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0269-XFESX",1,2,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0270-THENM",8,1,"Email",0,0,"TeleSales",,"Fiber optic","Migration Box","DSL with phone","Discount"
"0270-THENM",7,2,"SMS",1,1,"TeleSales","SMS","Fiber optic","Migration Box","DSL with phone","Discount"
"0289-IVARM",8,2,"Email",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0289-IVARM",7,1,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0292-WEGCH",8,1,"Email",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0292-WEGCH",7,2,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0295-PPHDO",14,1,"Email",1,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0295-PPHDO",13,2,"SMS",1,1,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0307-BCOPK",3,1,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0307-BCOPK",2,3,"Email",1,1,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0307-BCOPK",1,2,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0310-SUCIN",8,2,"Email",1,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0310-SUCIN",7,1,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0322-CHQRU",8,2,"Email",1,1,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0322-CHQRU",7,1,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0328-GRPMV",12,2,"Call Center",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0328-GRPMV",11,3,"Email",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0328-GRPMV",10,1,"SMS",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0329-GTIAJ",12,1,"Call Center",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0329-GTIAJ",11,2,"Email",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0329-GTIAJ",10,3,"SMS",1,1,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0330-BGYZE",14,1,"Email",1,1,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0330-BGYZE",13,2,"SMS",1,1,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0337-CNPZE",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0337-CNPZE",13,2,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0345-HKJVM",12,2,"Call Center",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0345-HKJVM",11,3,"Email",1,1,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0345-HKJVM",10,1,"SMS",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0347-UBKUZ",3,2,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0347-UBKUZ",2,1,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0347-UBKUZ",1,3,"SMS",1,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0348-SDKOL",14,2,"Email",1,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0348-SDKOL",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0357-NVCRI",3,2,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0357-NVCRI",2,3,"Email",1,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0357-NVCRI",1,1,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0363-SVHYR",8,2,"Email",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0363-SVHYR",7,1,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0366-NQSHS",3,2,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0366-NQSHS",2,3,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0366-NQSHS",1,1,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0375-HVGXO",6,1,"Call Center",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"0375-HVGXO",5,3,"Email",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"0375-HVGXO",4,2,"SMS",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"0377-JBKKT",8,2,"Email",1,0,"Agent",,"Fiber optic","Migration Box","DSL with phone","Discount"
"0377-JBKKT",7,1,"SMS",0,0,"Agent","Shop","Fiber optic","Migration Box","DSL with phone","Discount"
"0380-ZCSBI",3,1,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0380-ZCSBI",2,3,"Email",1,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0380-ZCSBI",1,2,"SMS",1,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0394-YONDK",3,1,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0394-YONDK",2,2,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0394-YONDK",1,3,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0397-ZXWQF",3,1,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0397-ZXWQF",2,3,"Email",1,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0397-ZXWQF",1,2,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0402-OAMEN",3,3,"Call Center",1,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0402-OAMEN",2,1,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0402-OAMEN",1,2,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0404-AHASP",3,2,"Call Center",0,0,"Agent",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0404-AHASP",2,3,"Email",1,0,"Agent",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0404-AHASP",1,1,"SMS",0,0,"Agent","Shop","DSL","Cross Sell Box","No internet service","Buy One Get One"
"0411-EZJZE",8,1,"Email",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0411-EZJZE",7,2,"SMS",1,1,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0420-BWTPW",6,2,"Call Center",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"0420-BWTPW",5,1,"Email",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"0420-BWTPW",4,3,"SMS",1,1,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"0423-UDIJQ",8,2,"Email",1,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0423-UDIJQ",7,1,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0426-TIRNE",3,3,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0426-TIRNE",2,1,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0426-TIRNE",1,2,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0428-IKYCP",12,1,"Call Center",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0428-IKYCP",11,2,"Email",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0428-IKYCP",10,3,"SMS",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0431-APWVY",12,3,"Call Center",1,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0431-APWVY",11,2,"Email",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0431-APWVY",10,1,"SMS",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0439-IFYUN",12,1,"Call Center",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0439-IFYUN",11,3,"Email",1,1,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0439-IFYUN",10,2,"SMS",1,1,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0447-RXSGD",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0447-RXSGD",13,2,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0454-OKRCT",12,3,"Call Center",1,1,"Agent","Call Center","Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0454-OKRCT",11,1,"Email",0,0,"Agent",,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0454-OKRCT",10,2,"SMS",0,0,"Agent",,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0480-KYJVA",3,3,"Call Center",1,1,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0480-KYJVA",2,1,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0480-KYJVA",1,2,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0484-JPBRU",3,2,"Call Center",1,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0484-JPBRU",2,1,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0484-JPBRU",1,3,"SMS",1,1,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0486-HECZI",14,2,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0486-HECZI",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0486-LGCCH",3,2,"Call Center",1,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0486-LGCCH",2,3,"Email",1,1,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0486-LGCCH",1,1,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0508-OOLTO",12,3,"Call Center",1,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0508-OOLTO",11,2,"Email",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0508-OOLTO",10,1,"SMS",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0512-FLFDW",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0512-FLFDW",13,2,"SMS",1,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0516-OOHAR",12,3,"Call Center",1,1,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0516-OOHAR",11,2,"Email",1,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0516-OOHAR",10,1,"SMS",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0516-WJVXC",8,1,"Email",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0516-WJVXC",7,2,"SMS",1,1,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0519-XUZJU",12,2,"Call Center",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0519-XUZJU",11,3,"Email",1,1,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0519-XUZJU",10,1,"SMS",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0529-ONKER",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0529-ONKER",13,2,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0536-BGFMZ",3,2,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0536-BGFMZ",2,3,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0536-BGFMZ",1,1,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0541-FITGH",8,2,"Email",1,1,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0541-FITGH",7,1,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0549-CYCQN",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0549-CYCQN",13,2,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0557-ASKVU",8,2,"Email",1,1,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0557-ASKVU",7,1,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0562-KBDVM",6,2,"Call Center",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"0562-KBDVM",5,1,"Email",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"0562-KBDVM",4,3,"SMS",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"0565-IYCGT",8,1,"Email",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0565-IYCGT",7,2,"SMS",0,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0568-ONFPC",3,1,"Call Center",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0568-ONFPC",2,2,"Email",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0568-ONFPC",1,3,"SMS",0,0,,,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0576-WNXXC",14,2,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0576-WNXXC",13,1,"SMS",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0577-WHMEV",14,1,"Email",0,0,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0577-WHMEV",13,2,"SMS",1,1,,,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0578-SKVMF",12,2,"Call Center",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0578-SKVMF",11,3,"Email",1,1,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0578-SKVMF",10,1,"SMS",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0581-BXBUB",12,3,"Call Center",1,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0581-BXBUB",11,1,"Email",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0581-BXBUB",10,2,"SMS",0,0,,,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0581-MDMPW",14,2,"Email",1,1,"Agent","Shop","Option","Upsell","Fiber optic with premium mobile","No Offer"
"0581-MDMPW",13,1,"SMS",1,0,"Agent",,"Option","Upsell","Fiber optic with premium mobile","No Offer"
"0599-XNYDO",12,3,"Call Center",1,1,"Agent","Shop","Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0599-XNYDO",11,1,"Email",0,0,"Agent",,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0599-XNYDO",10,2,"SMS",0,0,"Agent",,"Phone Premium","Migration Phone","Fiber optic with lowcost mobile","No Offer"
"0603-OLQDC",8,1,"Email",1,0,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0603-OLQDC",7,2,"SMS",1,1,,,"Fiber optic","Migration Box","DSL with phone","Discount"
"0603-TPMIB",3,1,"Call Center",0,0,"TeleSales","Digital","DSL","Cross Sell Box","No internet service","Buy One Get One"
"0603-TPMIB",2,3,"Email",0,0,"TeleSales",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0603-TPMIB",1,2,"SMS",0,0,"TeleSales",,"DSL","Cross Sell Box","No internet service","Buy One Get One"
"0612-RTZZA",6,1,"Call Center",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"0612-RTZZA",5,3,"Email",1,1,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"0612-RTZZA",4,2,"SMS",1,1,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"0617-AQNWT",6,1,"Call Center",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
"0617-AQNWT",5,3,"Email",0,0,,,"Phone","Cross Sell Phone","DSL and No phone service","Discount"
